ID NO,Name,Title,Date,Venue,Region,Oppose/Support,Party Affiliation,IDNO,Name,Month,Day ,Year,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
1234,Crane,Representative,9-Oct-02,House,Iraq,1,R,1234,Crane,10,9,2,409,14.61,30.07,75.55,48.9,11.98,7.58,1.96,4.89,0,0.73,0,4.4,5.38,13.2,8.56,0.73,8.31,2.44,0.98,14.67,2.44,3.67,1.22,0.98,0,8.31,0,0,1.47,6.85,3.42,3.42,0.49,2.69,0,18.83,2.93,2.44,3.18,2.2,2.2,2.44,4.16,2.44,1.71,0.49,1.22,0,0.24,0.24,0,0,0,11,1.96,6.11,2.93,0.98,2.44,0,0.24,0,0,0.24,0,0,0,9.29,4.89,0,0,0,0,0,0,0,0,0,14.18
1235,English,Representative,9-Oct-02,House,Iraq,1,R,1235,English,10,9,2,374,23.38,35.03,73.26,44.92,12.03,5.88,1.34,3.21,0,1.07,0.27,6.15,4.55,9.36,5.88,1.34,6.15,1.34,1.87,13.64,4.28,1.07,1.6,1.07,0,7.49,0,0,1.34,6.95,2.14,4.28,1.07,2.67,0.27,16.58,3.48,2.14,1.34,1.87,1.34,1.07,5.61,1.87,1.07,0.27,0.8,0,0.8,0.53,0.27,0,0,11.76,1.6,6.42,3.48,2.94,1.87,0.27,0.27,0.53,0,0.8,0,0,0.53,4.55,4.81,0,0,0.27,0,0.8,0,0,0,0,10.43
1236,Ford,Representative,9-Oct-02,House,Iraq,1,D,1236,Ford,10,9,2,943,18.13,30.97,78.37,50.37,12.3,6.79,2.65,2.97,0,1.06,0.11,5.51,7.42,10.92,7.1,0.85,7.85,1.17,2.23,12.83,5.3,1.06,2.86,0.95,0,7.64,0,0.32,0.95,7.32,3.82,3.5,0.74,2.65,0.11,18.77,2.86,1.91,2.33,1.59,2.23,2.12,5.3,1.8,0.74,0.11,0.42,0.21,0,0,0,0,0,10.92,2.01,4.77,3.82,3.08,3.61,0.11,0.21,0.11,0,0.42,0,0,0.11,6.15,5.62,0.21,0.53,0.11,0,0.11,0,1.59,0.11,0,14.53
1237,Graves,Representative,9-Oct-02,House,Iraq,1,R,1237,Graves,10,9,2,384,14.77,36.72,77.34,44.27,11.72,5.47,1.3,2.86,0,1.04,0.26,6.25,8.33,9.11,5.47,0.78,6.77,0.78,1.3,13.02,2.08,0.26,2.6,0.26,0,9.38,0,0.26,2.86,11.2,5.99,5.21,0.52,3.65,0.52,17.71,2.86,2.6,0.78,0.52,3.39,2.86,5.73,0,1.04,0,0.52,0.52,0.26,0.26,0,0,0,7.55,1.56,3.65,2.6,3.91,4.17,0,0.52,0.26,0,0.26,0,0,0.26,6.51,4.69,0.26,0,0.26,0,0.26,0,0.26,0,0,12.24
1238,Hulshof,Representative,9-Oct-02,House,Iraq,1,R,1238,Hulshof,10,9,2,595,22.04,31.09,74.79,46.89,10.76,5.04,2.35,1.68,0.17,0,0.84,5.71,7.39,11.43,8.07,2.52,5.04,1.34,2.69,13.28,3.87,1.01,1.01,0.34,0,7.56,0.17,0.5,1.01,8.07,2.69,5.21,0.84,3.03,0.5,14.45,2.18,2.18,1.18,1.18,1.68,1.18,4.2,1.18,1.18,0.34,0.84,0,0.67,0.17,0.34,0.17,0,11.09,1.18,4.87,5.38,2.18,1.18,0.17,0.17,0.34,0.67,0.5,0,0,0,4.87,7.06,0,0.17,0.5,0,0.34,0,2.86,0.17,0,16.13
1239,Issa,Representative,9-Oct-02,House,Iraq,1,R,1239,Issa,10,9,2,1148,18.82,23.78,76.22,52.79,14.46,8.01,2.7,2.96,0,1.92,0.44,6.45,5.75,11.85,7.23,2.35,6.36,1.05,3.57,13.15,6.1,1.92,3.22,0.61,0,10.19,0.17,0.17,1.83,2.87,1.31,1.57,0.17,1.05,0.17,18.55,1.83,1.39,1.57,2.26,2.53,0.44,6.36,3.48,1.22,0,1.05,0.17,0.61,0.52,0.09,0,0,13.94,1.74,6.88,5.14,0.96,1.31,0.26,0.26,0.09,0.17,0.26,0.09,0.09,0,5.14,5.31,0,0.52,0.35,0,0.61,0,0.7,0.09,0,12.8
1240,Jackson-Lee,Representative,9-Oct-02,House,Iraq,0,D,1240,Jackson-Lee,10,9,2,2708,25.31,27.95,76.88,49.08,9.53,5.02,1.66,2.03,0.04,0.85,0.44,4.51,8.75,10.45,6.5,1.55,5.61,1.59,2.73,14.77,5.54,1.07,1.59,0.44,0,7.2,0.04,0.22,1.18,6.61,2.77,3.8,0.48,2.25,0.59,16.25,2.66,2.14,1.59,1.92,1.26,1.59,4.84,1.74,1.48,0.18,0.89,0.18,0.66,0.3,0.3,0,0.07,11.37,1.51,5.39,3.99,2.62,2.81,0.15,0.33,0.59,0.18,1.37,0,0.07,0.04,4.51,5.17,0.18,0.37,0.15,0,0.55,0,1.92,0,0,12.85
1241,Jenkins,Representative,9-Oct-02,House,Iraq,1,R,1241,Jenkins,10,9,2,449,26.41,30.73,76.17,52.78,13.81,7.35,2,3.12,0,0.67,1.56,6.46,7.57,7.8,6.01,1.11,4.23,1.11,0.45,14.7,6.9,1.11,2.67,0.45,0,9.58,0,0,1.34,5.57,2.9,2.67,0.67,0.89,0.45,16.7,1.78,2,1.56,2.67,2,1.11,5.79,2.23,1.34,0.67,0.67,0,0.89,0.45,0,0.22,0.22,10.47,2,5.35,3.12,3.79,2.67,0,0,0,0.45,0.22,0.45,0,0.22,3.79,5.57,0,0,0.45,0,0.22,0,3.34,0,0,13.36
1242,JonesOH,Representative,9-Oct-02,House,Iraq,0,D,1242,JonesOH,10,9,2,776,16.87,23.84,77.32,50.77,13.02,8.12,3.35,3.22,0.13,1.16,0.26,4.9,7.22,13.53,8.63,2.19,8.63,1.55,2.96,11.86,6.57,1.16,1.42,0.52,0,9.66,0.13,0.13,1.29,7.09,1.8,5.28,0.52,4.38,0.13,19.2,2.96,2.71,1.93,2.06,1.68,0.39,6.31,2.84,1.42,0.26,1.16,0,0.39,0.13,0.26,0,0,8.12,0.9,5.03,2.06,2.06,3.22,0.39,0.39,0.26,0.52,1.55,0.26,0,0.13,5.67,6.44,0.39,0.26,0.77,0,0.39,0,1.8,0,0,15.72
1243,Kind,Representative,9-Oct-02,House,Iraq,1,D,1243,Kind,10,9,2,993,22.57,26.49,81.87,53.68,14.7,9.47,1.61,5.54,0.6,1.31,0.4,5.24,7.45,13.29,8.26,0.7,10.17,1.11,2.62,12.99,6.24,1.51,1.61,0.5,0,11.38,0,0.2,1.21,6.34,3.63,2.42,0.4,1.51,0.1,17.72,2.01,1.91,2.62,2.32,1.31,0.6,6.14,3.52,1.21,0.4,0.6,0.1,0.7,0.1,0.4,0.2,0.1,11.28,1.71,5.44,3.63,2.82,3.02,0.1,0.3,0.4,0.7,0.4,0,0.1,0.1,5.04,5.74,0.4,1.01,0.1,0,0.3,0,0.81,0,0.1,13.49
1244,Kingston,Representative,9-Oct-02,House,Iraq,1,R,1244,Kingston,10,9,2,2128,18.83,30.12,71.15,43.8,8.79,4.32,1.13,1.6,0.05,0.8,0.75,4.46,6.2,12.78,6.81,1.93,7,0.94,2.4,11.65,5.73,0.89,2.07,0.8,0,7.05,0.05,0.09,1.08,5.64,1.36,4.28,1.22,2.63,0.28,17.58,3.24,2.54,1.41,1.69,1.55,0.99,5.31,2.11,1.64,0.28,1.17,0.14,1.6,0.66,0.94,0,0,9.73,1.69,4.18,3.38,1.97,1.55,0.19,0.14,0.42,0,0.85,0,0.09,0.09,6.77,6.44,0.14,0,0.14,0.05,0.38,0,2.16,0.23,0.19,16.73
1245,LewisKY,Representative,9-Oct-02,House,Iraq,1,R,1245,LewisKY,10,9,2,360,11.61,26.94,68.89,44.17,9.17,5.83,1.94,1.94,0,1.39,0.56,3.33,4.72,13.33,6.67,2.78,6.39,1.39,2.78,16.39,4.17,0.83,1.39,0.28,0,6.67,0,0.28,0.28,5.28,1.67,3.61,0,2.78,0.28,15.28,1.67,2.5,1.39,0.83,1.94,1.67,5,1.11,1.39,0,1.39,0,0,0,0,0,0,16.94,2.5,8.61,5.56,2.5,1.11,0,0,0,0,0.83,0,0,0,10.28,3.33,0,0,0.28,0,0.83,0,0.28,0,0,15
1246,MaloneyCarolyn,Representative,9-Oct-02,House,Iraq,1,D,1246,MaloneyCarolyn,10,9,2,691,16.07,23.88,80.61,52.97,12.45,8.54,2.46,3.47,0,2.32,0.29,3.91,8.39,12.45,8.97,2.03,6.95,2.17,2.6,12.3,6.22,1.88,0.87,1.45,0,9.99,0.29,0.29,1.3,7.96,1.74,6.22,1.3,4.34,0.29,16.5,2.46,1.74,1.74,2.46,1.01,0.58,6.08,2.46,1.59,0.43,0.72,0.29,0.43,0.14,0.29,0,0,12.16,1.74,5.93,4.2,1.45,1.74,0.14,0.29,0,0,0.58,0.14,0,0,6.22,4.05,0.14,0.14,0.14,0,0,0,0.87,0,0,11.58
1247,Mica,Representative,9-Oct-02,House,Iraq,1,R,1247,Mica,10,9,2,258,11.73,25.97,82.17,47.67,12.02,8.14,1.55,5.04,0,0,1.55,3.88,5.81,9.69,6.2,0,6.98,1.94,3.1,9.69,5.04,5.81,3.1,0.39,0,15.5,1.94,0.39,3.88,8.53,3.88,4.65,0.78,2.71,0,18.6,3.49,0.78,2.33,2.71,2.71,0.39,5.43,3.49,3.49,0.39,2.71,0,0.39,0.39,0,0,0,13.18,0.78,5.43,6.2,1.55,1.94,0.39,0,0,0,1.94,0,0,0,7.75,9.3,0,0,0.78,0,0.78,0,1.16,0,0,19.77
1248,Nethercutt,Representative,9-Oct-02,House,Iraq,1,R,1248,Nethercutt,10,9,2,395,17.17,37.22,69.11,43.04,6.08,3.04,0.76,1.77,0,0,0.51,3.04,8.1,10.89,5.32,1.77,5.32,0.51,2.03,13.92,3.54,1.52,2.53,1.27,0,5.32,0,0,1.52,6.84,2.78,4.05,0.25,3.54,0,13.92,1.01,2.28,1.27,1.27,0.25,2.53,3.8,1.27,1.01,0,0.76,0.25,1.01,0.76,0.25,0,0,10.89,0.51,6.58,3.54,2.53,3.29,0,0.51,0.25,0.25,0.76,0,0,0,8.1,6.08,0.25,0,0,0,0.51,0,1.27,0,0,16.2
1249,Pastor,Representative,9-Oct-02,House,Iraq,0,D,1249,Pastor,10,9,2,285,21.92,32.98,80.35,46.32,5.61,3.51,1.05,2.46,0,0,0,2.11,10.53,8.07,4.91,0.7,4.56,2.46,1.75,15.79,5.61,1.75,1.75,0.35,0,5.26,0,0,0.35,9.82,3.86,5.96,0.7,4.56,0.35,21.4,4.56,3.51,2.81,1.05,2.11,1.4,5.61,2.46,0.7,0,0.7,0,0.35,0,0.35,0,0,17.19,2.81,7.72,6.32,4.21,5.26,0,0.35,0.7,0.35,1.4,0,0,0,6.67,5.26,0,0.35,0,0,0.7,0,0,0,0,12.98
1250,Pickering,Representative,9-Oct-02,House,Iraq,1,R,1250,Pickering,10,9,2,344,17.2,21.22,84.88,54.36,17.44,13.37,5.81,6.4,0,0.58,0.58,4.07,8.72,12.79,5.81,5.52,5.52,0.29,2.33,9.88,8.72,0.87,1.74,0.58,0,14.83,2.33,0.29,0.58,6.69,3.49,3.2,0.58,1.74,1.16,21.8,2.33,2.03,1.45,2.03,1.45,2.33,10.76,1.74,1.74,0.29,1.16,0.29,0.29,0.29,0,0,0,13.37,3.2,4.07,5.52,2.03,2.62,0.29,0.29,0,0.87,1.16,0,0,0,5.52,9.59,0,0.87,0.29,0,0,0,0.29,0,0,16.57
1251,Portman,Representative,9-Oct-02,House,Iraq,1,R,1251,Portman,10,9,2,525,15.91,28.38,76.95,48.95,11.05,4.95,2.1,2.1,0,0.38,0.38,6.1,9.14,11.62,7.81,0.57,6.29,2.29,1.9,11.24,5.33,1.71,1.14,0.19,0,7.24,0,0.38,1.9,8.38,3.62,4.76,1.14,2.86,0.57,18.1,2.86,2.29,1.9,1.9,2.29,0.95,5.14,2.86,1.14,0.38,0.76,0,0.57,0.38,0.19,0,0,8,1.14,3.24,3.62,1.9,1.9,0.19,0.19,0,0.19,0.38,0.19,0,0,6.29,4,0,0,0,0,0.38,0,0,0.19,0,11.05
1252,Shadegg,Representative,9-Oct-02,House,Iraq,1,R,1252,Shadegg,10,9,2,2325,18.45,22.19,79.23,54.8,16.3,9.81,2.58,3.1,0.13,2.54,1.46,6.49,6.28,14.54,9.51,2.15,8.86,1.76,2.97,11.01,5.72,2.37,1.68,0.95,0,11.01,0.17,0.34,0.65,6.49,2.02,4.47,0.56,2.75,0.3,20.43,2.54,1.89,2.75,2.41,2.06,1.2,6.19,2.92,0.86,0.22,0.6,0.04,0.43,0.09,0.34,0,0,9.81,1.55,4.17,3.74,2.11,1.98,0.17,0.3,0.17,0.22,1.2,0.04,0.04,0.04,5.42,5.76,0.04,0.26,0.13,0,0.56,0,0.47,0.04,0.04,12.77
1253,Shaw,Representative,9-Oct-02,House,Iraq,1,R,1253,Shaw,10,9,2,310,22.14,29.03,79.35,48.71,11.94,7.74,4.52,2.26,0,0.97,0,4.19,6.13,8.71,5.81,0.32,5.81,1.61,2.26,16.45,4.84,1.94,1.61,0,0,6.45,0,0.32,1.61,9.68,4.52,5.16,0.97,2.9,0.32,18.06,2.9,2.26,1.61,1.61,0.97,2.58,4.84,2.9,0.97,0,0.65,0.32,0.97,0.65,0.32,0,0,11.61,1.61,5.16,4.52,2.26,3.55,0,0,0,0,0.97,0,0,0.32,4.52,7.42,0,0.65,0,0,0,0,0.65,0,0,13.23
1254,Sherman,Representative,9-Oct-02,House,Iraq,1,D,1254,Sherman,10,9,2,298,17.53,28.19,81.21,50.67,12.75,5.7,2.68,2.01,0,0.67,0.34,7.05,6.38,15.1,9.4,3.02,7.05,2.35,2.68,12.08,5.37,2.35,2.01,0,0,8.72,0,0,3.36,6.04,4.03,1.68,0,1.34,0.34,16.44,3.02,1.01,1.68,2.01,1.34,1.68,4.36,2.35,2.35,0.67,1.68,0,0,0,0,0,0,13.42,2.35,4.7,5.37,2.01,1.68,0,0.67,0,0,0.34,0,0,0,5.37,4.03,0,0,0.34,0,0.34,0,0.34,0.34,0.34,11.41
1255,Souder,Representative,9-Oct-02,House,Iraq,1,R,1255,Souder,10,9,2,517,17.23,32.3,75.82,46.62,10.44,5.8,0.77,4.45,0,0,0.58,4.64,6,9.09,6.77,0,7.93,0.58,2.71,13.35,6.58,1.55,1.16,0.19,0,7.74,0,0,0.97,8.32,4.06,4.26,1.74,1.74,0.77,19.73,2.13,1.35,1.93,3.29,1.55,2.51,6,3.29,0.58,0.19,0.19,0.19,0.58,0.19,0.19,0,0.19,12.96,2.13,8.12,2.9,3.09,2.71,0.19,0,0.19,0.58,0.39,0,0,0.19,6.58,6.77,0.39,0.19,0,0,0.58,0,0.97,0,0,15.47
1256,Stearns,Representative,9-Oct-02,House,Iraq,1,R,1256,Stearns,10,9,2,588,24.5,29.59,76.02,46.77,9.52,4.25,1.53,1.7,0,0.85,0.17,5.27,7.99,10.03,5.1,1.53,5.44,0.85,2.04,14.8,5.1,1.19,1.53,0.51,0,5.78,0,0.51,1.02,5.61,2.21,3.4,0.34,2.72,0,18.37,2.89,2.55,1.53,2.04,1.87,1.7,5.44,2.04,0.85,0.17,0.34,0.34,0.34,0.17,0,0,0.17,13.78,3.57,5.95,4.59,3.74,3.91,0,0,0.34,0,0.34,0,0,0,5.1,5.78,0.17,0.17,0.17,0,0.68,0,2.04,0,0,14.12
1257,Stupak,Representative,9-Oct-02,House,Iraq,0,D,1257,Stupak,10,9,2,774,27.64,30.23,75.19,49.74,7.24,3.23,0.65,1.55,0.39,0.26,0.39,4.01,9.3,9.95,6.98,1.29,5.43,1.68,2.07,14.73,6.33,1.68,1.68,0.65,0,5.3,0,0,0.78,6.33,1.68,4.65,1.03,3.23,0.39,18.48,1.68,2.45,2.84,3.88,2.97,0.52,4.65,3.62,0.65,0.26,0.26,0.13,0,0,0,0,0,12.53,1.29,7.36,3.75,2.71,3.23,0,0.26,0.13,0.39,0.52,0,0,0,6.46,4.91,0,0.39,0,0,0.39,0,1.16,0,0,13.31
1258,DavisVA,Representative,9-Oct-02,House,Iraq,1,R,1258,DavisVA,10,9,2,584,19.47,26.37,80.48,52.05,14.9,8.22,1.54,6.51,0,0,0.17,6.68,7.19,10.1,6.68,0.17,6.68,1.71,2.4,11.99,6.34,1.03,2.4,0.51,0,10.96,0.34,0.17,1.71,8.05,3.77,3.94,1.03,2.57,0,21.92,3.08,1.2,2.05,2.91,1.71,2.05,8.9,2.4,1.37,0,1.03,0.34,1.54,1.2,0.34,0,0,10.45,0.86,4.45,4.97,2.4,3.08,0.17,0.17,0.17,0.68,0.51,0,0,0,6.85,6.16,0.17,0.51,0,0,1.03,0,0.51,0,0,15.24
1259,Tanner,Representative,9-Oct-02,House,Iraq,1,D,1259,Tanner,10,9,2,622,28.27,29.74,77.33,50.48,10.45,5.95,1.61,3.54,0,0.32,0.48,4.5,8.04,9.97,6.11,1.45,4.66,1.93,2.57,14.31,6.27,1.29,3.38,0.8,0,7.07,0,0,1.29,6.59,3.54,3.05,0.16,2.41,0.16,15.76,2.57,1.13,1.13,2.25,2.25,0.96,4.82,2.09,1.29,0.48,0.64,0,0.16,0.16,0,0,0,14.47,1.45,7.4,5.63,1.93,3.38,0,0.16,0,0,0.32,0,0,0,3.7,6.27,0.16,0.16,0.16,0,0.96,0,1.61,0.16,0,13.34
1260,ThompsonCA,Representative,9-Oct-02,House,Iraq,0,D,1260,ThompsonCA,10,9,2,750,20.83,29.2,77.47,49.47,12.8,6.27,1.6,3.73,0,0.4,0.53,6.53,7.87,10.8,7.33,0.8,6.13,2.27,1.87,10.93,5.73,0.93,2.67,1.07,0,7.87,0,0.13,0.4,8.53,3.07,5.33,0.8,3.33,0.13,17.6,2.13,1.73,1.6,3.07,2.13,0.8,6.53,1.6,2,0.53,1.47,0,0.53,0,0.53,0,0,11.73,1.6,5.73,3.87,2.8,2.93,0,0.27,0,0,1.07,0.27,0.13,0,5.87,6,0,0.27,0,0,0.13,0,1.47,0,0,13.73
1261,Watson,Representative,9-Oct-02,House,Iraq,0,D,1261,Watson,10,9,2,643,18.37,28.3,75.43,50.54,10.26,7.31,0.78,4.82,0,1.24,0.47,2.95,8.24,9.49,7.31,1.4,4.51,2.18,2.64,13.69,4.82,1.09,2.8,1.24,0,9.8,0,0,1.24,6.07,2.64,3.42,0.16,2.49,0.16,16.17,2.8,1.87,0.78,2.49,1.24,1.4,4.67,3.11,0.78,0.16,0.31,0,0.93,0.16,0.78,0,0,11.98,1.24,6.84,3.58,2.02,1.71,0.16,0.47,0.31,0.31,1.4,0,0.31,0,7.15,4.51,0.16,0.16,0.47,0,0.31,0,0.78,0,0,13.53
1262,WeldonPA,Representative,9-Oct-02,House,Iraq,1,R,1262,WeldonPA,10,9,2,775,15.5,25.42,76.39,53.81,14.58,8.52,2.19,3.74,0.52,0.9,1.16,6.06,6.19,15.23,9.68,3.61,7.1,2.45,3.74,12,4.9,1.81,1.16,1.42,0,9.81,0,0.39,1.03,3.87,1.42,2.45,0.39,1.68,0.26,17.42,1.42,2.45,2.32,1.16,1.29,1.29,6.97,2.45,2.84,0.65,2.19,0,0.26,0.13,0.13,0,0,9.55,1.42,4.9,3.35,4,2.06,0.52,0.39,0.39,0.26,0.13,0.13,0.26,0.39,7.23,4.77,0,0,0.52,0,0.65,0,0.9,0,0.13,14.19
1263,YoungFL,Representative,9-Oct-02,House,Iraq,1,R,1263,YoungFL,10,9,2,1172,17.24,26.62,76.88,50.94,11.6,6.83,0.43,4.18,0,1.11,1.11,4.78,6.57,10.84,7.08,3.24,5.46,0.94,2.82,13.05,7.25,1.88,2.05,0.68,0,10.75,0,0.68,0.85,7.17,2.73,4.35,0.77,2.56,0.43,19.03,2.65,1.88,1.45,2.05,0.94,0.77,7.25,3.58,1.54,0.43,1.11,0,0.09,0,0.09,0,0,12.46,1.28,5.46,5.8,1.62,3.07,0.09,0.17,0.17,0,0.43,0.09,0.09,0.09,5.8,5.72,0,0.43,0.34,0,0.26,0,0.51,0,0.09,13.14
1456,Abercrombie ,Representative,9-Oct-02,House,Iraq,0,D,1456,Abercrombie,10,9,2,1031,15.62,32.4,73.52,47.72,10.28,5.53,0.48,3.69,0,0.19,1.16,4.75,8.83,9.21,7.27,0.48,5.92,1.55,2.33,11.93,4.27,1.45,2.72,0.68,0,7.76,0.1,0.19,0.19,8.05,3.59,4.46,0.78,2.72,0.1,15.81,1.94,1.45,1.75,2.33,2.52,1.45,4.46,2.04,0.68,0.1,0.48,0.1,0.78,0.19,0.19,0,0.39,10.38,1.26,5.04,3.49,2.23,1.94,0.29,0.29,0.39,0.1,0.48,0,0.19,0,5.63,3.78,0.1,0.1,1.16,0,0.19,0,0.58,0,0,11.54
1457,Baird,Representative,9-Oct-02,House,Iraq,0,D,1457,Baird,10,9,2,766,22.53,33.55,74.93,48.96,9.53,5.09,1.17,2.61,0,1.04,0.26,4.44,6.66,12.4,9.14,1.04,6.14,3.13,3.26,10.7,6.92,1.7,2.48,0.26,0,6.53,0,0,1.04,7.31,2.61,4.7,1.44,2.48,0.52,21.54,2.61,3.13,3.13,2.87,2.74,1.31,6.27,3.66,0.26,0.13,0.13,0,0.26,0.13,0.13,0,0,9.01,1.17,5.48,2.22,2.48,2.87,0,0.13,1.04,0.26,0.52,0.13,0.26,0,4.96,5.87,0.13,0.65,0.52,0,0.13,0,0.13,0,0,12.4
1458,Barrett,Representative,9-Oct-02,House,Iraq,0,R,1458,Barrett,10,9,2,765,19.62,32.55,71.11,43.01,9.28,6.27,1.05,4.05,0,1.05,0.13,3.01,9.02,7.32,5.23,0.65,4.05,1.83,2.75,10.59,5.36,1.05,2.09,0.26,0,7.71,0,0.13,0.26,8.76,4.18,4.44,0.39,3.66,0.26,18.04,1.83,3.14,2.61,1.18,1.83,1.44,6.8,1.18,1.18,0.39,0.39,0.39,0.39,0.13,0,0,0.26,12.42,1.31,8.5,2.35,1.44,4.44,0.13,0.13,0.52,0,1.18,0.26,0,0,7.71,5.23,0.13,0.13,0,0,0.39,0,0.78,0,0,14.38
1459,Becerra,Representative,9-Oct-02,House,Iraq,0,D,1459,Becerra,10,9,2,783,17.02,28.99,73.69,44.96,8.94,4.98,0.77,3.45,0,0.51,0.26,3.96,8.05,9.71,6.13,1.28,4.98,1.53,2.3,12.26,5.36,1.66,1.4,0.51,0,7.66,0,0,1.15,6.9,2.04,4.85,0.26,3.7,0.89,16.86,2.17,2.55,1.53,1.66,1.66,0.38,4.85,3.07,1.02,0.38,0.51,0.13,0.13,0,0,0,0.13,13.28,2.3,7.02,3.58,3.32,3.7,0.13,0.38,0.51,0.13,1.92,0,0.26,0,5.24,7.41,0.13,0,0.89,0,0.38,0,0.89,0,0.13,15.07
1460,Berkley,Representative,9-Oct-02,House,Iraq,1,D,1460,Berkley,10,9,2,442,19.22,37.56,70.36,39.37,10.18,5.88,1.81,2.04,0,1.81,0.23,4.3,4.98,8.6,5.43,1.36,3.62,1.81,1.58,11.09,4.75,0.23,2.49,0.23,0,6.56,0,0.23,1.58,7.92,2.71,5.2,0.68,4.52,0.23,15.38,2.94,2.26,2.04,1.58,1.81,1.36,4.07,1.13,0.45,0,0.45,0,0.23,0.23,0,0,0,12.9,1.58,7.01,4.52,2.94,2.49,0.23,0.23,0.23,0.23,0.23,0,0,0.23,6.11,7.92,0,0,0,0,0.68,0,1.13,0,0,15.84
1461,Bishop,Representative,9-Oct-02,House,Iraq,1,D,1461,Bishop,10,9,2,655,23.39,36.18,71.3,40.61,8.09,4.43,1.37,0.92,0,1.98,0.15,3.66,7.18,11.76,5.8,1.37,6.41,1.22,1.22,10.99,5.65,1.07,1.22,0.15,0,6.56,0.15,0.15,1.22,8.24,4.73,3.51,0.46,2.6,0.15,17.86,2.9,2.14,1.22,0.61,2.44,2.6,5.19,2.14,0.61,0,0.61,0,0.31,0.15,0.15,0,0,8.55,2.14,3.05,3.05,4.73,3.97,0.15,0.15,0,0,0.61,0.15,0,0,5.34,5.19,0,0.31,0,0,0,0,0.46,0,0.31,11.6
1462,Boehlert,Representative,9-Oct-02,House,Iraq,1,R,1462,Boehlert,10,9,2,492,17.57,31.1,76.83,47.56,8.13,4.67,2.64,0.81,0,0.81,0.41,3.46,10.16,10.16,6.91,3.46,5.69,0,1.83,13.41,5.89,0.41,1.63,0.41,0.2,6.3,0,0.2,1.02,4.27,2.44,1.83,0,0.81,0.2,15.85,3.05,1.42,0.2,1.83,2.03,1.02,5.69,1.83,1.22,0.41,0.81,0,0.41,0.41,0,0.2,0,13.62,2.03,5.28,5.69,4.88,3.25,0.41,0.2,0,0.41,0,0,0,0.2,5.69,6.5,0.2,0.2,0.41,0,0.41,0,0.41,0,0,13.82
1463,Bonilla,Representative,9-Oct-02,House,Iraq,1,R,1463,Bonilla,10,9,2,489,16.86,32.52,74.85,47.24,11.86,7.98,0.41,5.73,0,1.84,0,3.89,6.75,11.45,7.98,2.25,7.98,0.61,1.84,9.2,5.52,2.25,1.64,1.64,0,10.02,0.41,0.2,0.2,7.98,2.86,5.11,1.23,3.68,0.2,17.38,1.64,1.02,2.04,2.25,1.64,2.25,5.93,2.25,1.23,0.82,0.41,0,0.61,0.41,0.2,0,0,11.45,1.43,3.68,5.32,1.64,3.07,0,0,0,0,1.02,0,0,0,5.93,2.25,0,0.2,0,0,0,0,1.23,0,0,9.61
1464,Bono,Representative,9-Oct-02,House,Iraq,1,R,1464,Bono,10,9,2,434,18.08,22.81,79.26,49.77,11.75,8.99,2.07,6.22,0,0.69,0,2.76,5.99,12.21,7.83,3.23,6.68,1.61,2.53,13.59,5.53,1.61,2.53,0.23,0,10.83,0,0.23,1.84,5.76,1.61,4.15,1.15,2.07,0.46,16.82,2.53,2.76,0.92,0.92,1.15,0.69,7.6,1.38,1.15,0.46,0.46,0.23,0.46,0,0.46,0,0,15.44,2.53,6.68,5.53,2.07,3.23,0.23,0.69,0.46,0.46,0.69,0,0,0,5.53,3.46,0,0,0,0,0.23,0,0.23,0,0,9.45
1465,Boswell,Representative,9-Oct-02,House,Iraq,1,D,1465,Boswell,10,9,2,1055,14.86,19.53,83.79,59.05,20.19,13.27,6.73,2.65,0.19,2.46,1.23,6.92,6.07,17.35,11.37,4.55,10.14,1.52,3.89,10.43,6.92,0.95,1.42,0.57,0,13.93,1.23,0.28,2.75,4.17,2.84,0.95,0.19,0.19,0.09,16.11,2.46,0.76,1.42,2.46,0.95,0.38,6.16,2.56,1.9,0.28,1.42,0.19,0.57,0.57,0,0,0,9.86,2.56,3.7,3.6,1.23,1.23,0.28,0.38,0.28,0.09,0.09,0.09,0.09,0.09,6.92,6.16,0.09,0.47,0.19,0,0.19,0,0.76,0.66,0,16.11
1466,Burr,Representative,9-Oct-02,House,Iraq,1,R,1466,Burr,10,9,2,675,16.46,31.7,74.67,46.52,12,7.56,2.81,3.56,0,0.3,0.89,4.44,6.96,9.93,6.52,0.89,5.63,2.22,2.07,14.37,4,1.33,1.04,0.3,0,9.19,0,0.59,1.48,8.15,3.26,4.89,0.44,4.15,0,15.26,1.63,1.78,1.19,1.04,2.67,1.78,4.89,1.63,1.78,0.74,1.04,0,0.15,0,0.15,0,0,11.7,2.07,6.37,3.11,2.67,1.78,0,0.15,0.3,0.15,0.74,0,0.3,0,6.81,6.81,0,0.15,0.15,0,0,0,2.81,0.15,0,17.04
